Flags,X.d.Y_10...2,d..S.Y._10,d.Y_max,d.Slo_.5.2.,d.Slo_.max.10.,d.Cur.DL.,d.Cur.VDM.,d.VolSkew,d.Leading,d.Lagging,Coincident,Lagging,d.AC,d.CR,d.DA,d.DE,d.IC,d.RVol
1,5.3361,0.505,1.525,0.192092195,-0.785,0.007272727,0.336249513,0.732778118,-2.564947951,4.053305195,3.673882565,2.629069523,0.16,0.01,0.01,-0.16,-0.02,1.487739432
1,1.0609,0.325,0.725,0.011030822,-0.305,0.384415584,0.306448034,0.722692616,-0.587555214,3.222276321,3.692727259,2.211145361,0.16,0.01,0.01,-0.16,-0.02,1.206511088
1,0.354025,0.375,0.415,-0.026099119,-0.18,0.50525974,0.281510315,1.264570314,-0.89289271,0.903065378,2.357874482,1.004024499,0.16,0.01,0.01,-0.16,-0.02,-1.072488384
1,0.0625,0.34,0.085,-0.14361867,-0.165,0.585454545,0.472286882,-1.223147415,-3.960768964,-0.003621763,2.038806604,0.6000018,0.16,0.01,0.01,-0.16,-0.02,-3.052509916
1,0.189225,0.085,-0.64,-0.145862557,-0.205,0.418636364,0.7497645,0.013139821,-2.997205191,0,0.406504625,0,0.16,0.01,0.01,-0.16,-0.02,-2.897057834
1,0.416025,0.242,0.455,0.212142857,-0.19,-0.255,0.215714286,0.272266248,-0.358693252,-1.592073429,1.112808651,-1.592073429,-1.72,-0.29,-0.04,-0.55,-0.13,3.122626392
1,3.900625,0.433,1.8,0.130714286,-0.175,1.65,0.243571429,0.72676941,-3.523237286,-0.312289732,0.40241503,-1.394444906,-1.72,-0.29,-0.04,-0.55,-0.13,10.85873474
1,5.4756,0.545,2.145,0.302142857,-0.195,0.06,0.120714286,0.392174808,-2.922945565,-1.112924332,0.200000067,-2.000066671,-1.72,-0.29,-0.04,-0.55,-0.13,11.69437611
1,3.1684,0.395,1.895,0.143571429,0.115,0.11,-0.072142857,-1.162416667,-4.388108544,-1.902595118,0.199401861,-2.491409381,-1.72,-0.29,-0.04,-0.55,-0.13,14.20140867
1,1.8225,0.406,1.445,0.147857143,0.095,-0.36,-0.140714286,2.973457295,-1.364772398,-3.004109236,0.795232819,-2.706932197,-1.72,-0.29,-0.04,-0.55,-0.13,16.68992094
1,1.030225,0.313,1.12,0.132857143,0.105,-0.405,-0.130714286,1.847677519,-1.680107144,-2.925466682,0.597016699,-2.726064821,-1.72,-0.29,-0.04,-0.55,-0.13,17.66957104
1,1.5129,0.37,1.145,0.192857143,-0.085,-0.66,-0.060714286,-0.058759705,-2.679466176,-3.732546442,0.792868376,-3.533936645,-1.72,-0.29,-0.04,-0.55,-0.13,17.75488642
1,0.1521,0.54,0.455,-0.02,0.065,-1.075,-0.205,-0.184218813,-5.693433678,-4.12679491,1.588911283,-3.530371671,-1.72,-0.29,-0.04,-0.55,-0.13,17.8687162
1,0.497025,0.57,0.705,0.138809524,0,-0.5325,0.105714286,-1.786073565,-2.632675278,-6.164599904,2.777956411,-4.869115917,-1.72,-0.29,-0.04,-0.55,-0.13,15.8305977
1,0.1444,0.455,0.285,-0.15547619,-0.095,-0.22,0.299285714,-0.295482541,1.370255131,-2.502664422,2.680061151,-4.094737851,0.19,-0.01,0.01,0.04,-0.13,15.89670722
1,0.2209,0.36,0.48,-0.041666667,0.01,-0.365,0.18,0.624703981,4.683532424,-3.609360765,2.780715412,-4.60439385,0.19,-0.01,0.01,0.04,-0.13,16.06616258
1,0.7225,0.295,-0.78,-0.127857143,0.07,-2.05,0.085714286,-1.44345252,6.381858692,-1.557423363,2.479056058,-2.951868269,0.19,-0.01,0.01,0.04,-0.13,2.053519755
1,0.0784,0.22,-0.155,-0.103333333,0.125,0.135,-0.235,-1.784107886,8.751549863,1.273949641,0.788958728,-1.432982555,0.19,-0.01,0.01,0.04,-0.13,-11.3409559
1,9.00E-04,0.245,0.515,0.135238095,0.545,0.325,-0.682142857,0.387984921,9.228455472,2.602051441,0.393314175,-0.92832023,0.19,-0.01,0.01,0.04,-0.13,-15.05475151
1,0.009025,0.175,0.37,0.231666667,0.465,-0.2,-0.79,-1.475300174,4.61084913,5.101447042,0.09789526,0.828162083,0.11,-0.01,0,-0.31,0.08,-15.90324967
1,0.1521,0.175,0.715,0.366666667,0.325,-0.565,-0.69,-2.169874606,6.999162792,4.303506194,0.293398743,0.208768343,0.11,-0.01,0,-0.31,0.08,-17.83301098
1,0.0784,0.3017,0.555,-0.047619048,0.275,0.365,-0.556428571,-2.952225324,4.351888006,4.184666057,1.071612788,-0.419727794,0.11,-0.01,0,-0.31,0.08,-20.05523032
1,0.81,-0.3433,-0.87,0.01047619,0.03,-0.975,-0.034285714,-1.099048003,-2.862394565,-0.755744733,1.559485796,-2.188727289,0.11,-0.01,0,-0.31,0.08,0.014499499
1,0.0081,0.07,0.395,0.346447566,0.485,-0.971356421,-1.064384516,-0.178352733,-20.45296413,15.54424613,6.000668091,0.508906951,-0.21,0.06,-0.02,-0.38,0.05,-4.971205127
1,0.093025,-0.085,0.975,0.129132432,0.67,-1.092503608,-1.229695497,-0.960741329,-15.7146191,13.76865305,5.291048314,1.125331569,0.15,0,-0.04,-0.43,-4.93,-2.664767115
1,2.50E-05,-0.267,0.68,-0.073506494,0.675,-0.917272727,-1.080714286,-0.230285012,-16.93966536,9.004525209,4.615337952,-0.101471343,0.15,0,-0.04,-0.43,-4.93,-1.444814003
1,0.1444,-0.12,0.42,-0.427402597,0.8,-0.775909091,-1.014285714,0.314123075,-17.17673844,5.541855346,5.606849548,-1.120745302,0.15,0,-0.04,-0.43,-4.93,-0.721814153
1,0.7921,0.32,-0.045,-0.532987013,0.845,-0.460454545,-0.873571429,-0.775085734,-12.07079257,3.197075488,5.106547801,0,0.15,0,-0.04,-0.43,-4.93,-0.907150201
1,0.6561,-0.035,-0.24,-0.507272727,0.57,0.044545455,-0.37,0.909151773,-8.636024513,2.214671566,4.631478218,0.304105658,0.15,0,-0.04,-0.43,-4.93,-1.621661482
1,0.648025,0.055,-0.2,-0.532857143,0.605,0.08,-0.379285714,0.034753262,-9.639118268,4.245463041,4.830796533,1.019376819,0.15,0,-0.04,-0.43,-4.93,-1.319725275
1,0.5329,-0.1,-0.065,-0.514285714,0.665,-0.07,-0.516428571,0.396399626,-5.675276597,4.998350573,4.265271995,2.247285585,0.15,0,-0.04,-0.43,-4.93,-1.404253398
1,0.286225,0.005,0.18,-0.266103896,0.715,-0.181363636,-0.706428571,2.027127566,-5.695353079,4.883152766,4.242071588,2.341073837,0.15,0,-0.04,-0.43,-4.93,-0.699578899
1,1.3689,-0.17,-0.395,-0.474285714,0.775,-0.04,-0.626428571,0.479431637,-4.269303641,2.540013739,4.214562145,1.219527309,0.15,0,-0.04,-0.43,-4.93,-1.833611121
1,2.42892225,-0.1535,-0.92,-0.605285714,0.6385,-0.0065,-0.427928571,0.739448848,-2.446115969,1.831368981,4.292504472,1.422788229,0.15,0,-0.04,-0.43,-4.93,-1.194841751
1,1.1881,-0.535,-0.275,-0.411428571,0.815,0.505,-0.432142857,0.17935678,-1.336642596,0.702005928,5.244647537,1.210912879,0.15,0,-0.04,-0.43,-4.93,-0.317872072
1,0.2209,0.36,0.48,-0.041666667,0.01,-0.365,0.18,0.624703981,4.683532424,-3.609360765,2.780715412,-4.60439385,0.07,-0.9,-0.49,-4.12,2.55,-22.11204514
1,0.7225,0.295,-0.78,-0.127857143,0.07,-2.05,0.085714286,-1.44345252,6.381858692,-1.557423363,2.479056058,-2.951868269,0.07,-0.9,-0.49,-4.12,2.55,-21.74815254
1,0.140625,0.22,-0.3,-0.213095238,0.075,0.15,-0.037142857,0.241208909,7.352628173,-0.247218915,1.782225391,-2.247285585,0.07,-0.9,-0.49,-4.12,2.55,-20.57762474
1,0.3844,0.257,-0.48,0.005,0.14,-0.56,-0.23,-0.764956337,9.921170377,0.966214589,1.482973297,-1.525194792,0.07,-0.9,-0.49,-4.12,2.55,-21.25455658
1,0.075625,0.315,-0.07,-0.138095238,0.205,-0.065,-0.352142857,-2.582479947,9.972630019,2.212980063,0.790517951,-0.513084758,0.07,-0.9,-0.49,-4.12,2.55,-18.5298833
1,0.616225,0.335,-0.315,-0.270714286,0.47,0.095,-0.528571429,-2.066267007,11.85619063,3.63665879,0.197238723,0.102722146,0.07,-0.9,-0.49,-4.12,2.55,-17.24093318
1,0.0016,0.26,0.26,-0.194761905,0.3,1.07,-0.377142857,0.387984921,9.595740135,4.360055317,0.589972213,1.124181487,0.07,-0.9,-0.49,-4.12,2.55,-17.46817632
1,0.2601,0.1517,0.115,-0.006666667,0.625,-0.5225,-1.025,-2.025213935,6.841713396,5.490879578,-0.09789526,0.621763661,0.07,-0.9,-0.49,-4.12,2.55,-13.08911744
1,0.1521,0.175,0.715,0.366666667,0.325,-0.565,-0.69,-2.169874606,6.999162792,4.303506194,0.293398743,0.208768343,-0.1,0.51,-0.11,-0.21,0.99,-19.70665586
1,0.030625,0.515,0.395,0.281684778,0.57,-0.159148629,-0.744311629,0.61087509,37.72048233,-17.80625347,2.498642778,-16.68988293,-0.29,0.01,0.01,-0.1,0.08,-33.61852401
1,1.288225,0.435,-0.63,-0.058186236,0.505,0.381291486,-0.305032394,2.889610311,30.69169377,1.179741992,5.810763081,-9.105996552,-0.29,0.01,0.01,-0.1,0.08,-25.96010901
1,0.6241,0.15,-0.485,0.306679035,0.305,0.504090909,-0.176020408,2.722639524,24.18976755,6.962679823,6.307861078,-6.662600648,-0.29,0.01,0.01,-0.1,0.08,-23.10329817
1,0.1681,-0.17,-0.395,0.43464617,0.015,0.950887446,0.279071914,2.536816069,9.346241446,16.95041224,6.590619858,-3.197075488,-0.29,0.01,0.01,-0.1,0.08,-18.63274573
1,0.0324,-0.01,0.23,0.468689814,0.05,0.005266955,-0.212941367,0.756958884,-4.6798782,16.84098332,6.386383316,-3.226086222,-0.29,0.01,0.01,-0.1,0.08,-9.325316637
1,0.004225,-0.055,0.055,0.444491563,0.12,0.12002886,-0.220395206,2.147853428,-14.2820144,16.97737796,6.104370403,-2.751064988,-0.29,0.01,0.01,-0.1,0.08,-5.445419294
1,0.164025,-0.205,-0.15,0.391175015,0.255,0.524191919,-0.14638322,-0.563243486,-13.93617907,14.07060816,6.424226873,-2.542078929,-0.29,0.01,0.01,-0.1,0.08,-7.194075166
1,0.00148225,-0.18425,0.505,0.421440852,0.4665,-0.162966089,-0.691933754,-0.632740729,-21.30014019,15.74642532,6.92278615,-0.408580752,0.12,-0.06,0.06,-0.84,-0.05,-10.14938714
1,0.093025,-0.085,0.975,0.129132432,0.67,-1.092503608,-1.229695497,-0.960741329,-15.7146191,13.76865305,5.291048314,1.125331569,0.12,-0.06,0.06,-0.84,-0.05,-7.411530005
1,2.50E-05,-0.267,0.68,-0.073506494,0.675,-0.917272727,-1.080714286,-0.230285012,-16.93966536,9.004525209,4.615337952,-0.101471343,0.12,-0.06,0.06,-0.84,-0.05,-4.155757013
1,0.1444,-0.12,0.42,-0.427402597,0.8,-0.775909091,-1.014285714,0.314123075,-17.17673844,5.541855346,5.606849548,-1.120745302,0.12,-0.06,0.06,-0.84,-0.05,-1.556284379
1,0.042025,-0.015,0.555,-0.21025974,0.76,-0.770909091,-1.048571429,-0.910658295,-15.30644627,4.645748326,6.015176066,-0.407332539,0.12,-0.06,0.06,-0.84,-0.05,-1.544612648
1,0.648025,0.055,-0.2,-0.532857143,0.605,0.08,-0.379285714,0.034753262,-9.639118268,4.245463041,4.830796533,1.019376819,0.12,-0.06,0.06,-0.84,-0.05,-1.218704145
1,1.3689,-0.17,-0.395,-0.474285714,0.775,-0.04,-0.626428571,0.479431637,-4.269303641,2.540013739,4.214562145,1.219527309,0.18,-0.36,0.01,-0.05,-0.13,4.969706012
1,2.42892225,-0.1535,-0.92,-0.605285714,0.6385,-0.0065,-0.427928571,0.739448848,-2.446115969,1.831368981,4.292504472,1.422788229,0.18,-0.36,0.01,-0.05,-0.13,6.07359249
1,1.1881,-0.535,-0.275,-0.411428571,0.815,0.505,-0.432142857,0.17935678,-1.336642596,0.702005928,5.244647537,1.210912879,0.18,-0.36,0.01,-0.05,-0.13,3.580136316
1,2.9584,-0.54,-0.72,-0.545714286,1,0.55,-0.548571429,-0.489288486,-6.209371016,-1.125331569,5.648811126,0,0.18,-0.36,0.01,-0.05,-0.13,1.906184579
1,1.476225,-0.505,-0.465,-0.105584416,0.75,0.740454545,-0.364285714,-0.576002978,0.080928368,0.297695388,5.205636196,-0.823049914,0.18,-0.36,0.01,-0.05,-0.13,-5.785621158
1,0.3481,-0.57,-0.44,-0.048571429,0.15,-0.097142857,-0.178571429,-1.797623069,0.539932764,-3.352204797,1.898791224,-1.01113096,0.18,-0.36,0.01,-0.05,-0.13,-3.316736861
1,0.119025,-0.485,0.095,0.155584416,-0.25,-0.211168831,0.095714286,-0.601394104,0.717528436,-1.118568189,1.990636712,0.10095912,0.23,-0.21,0.01,-0.06,0.05,-3.092885558
1,1.0816,-0.28,0.65,0.380490109,-0.39,0.293636364,0.295846633,1.877935269,5.015282774,2.213370035,2.051353983,2.213370035,0.23,-0.21,0.01,-0.06,0.05,0.339499048
1,0.7921,-0.005,0.48,0.603165363,-0.41,-0.427272727,0.3816232,0.010604513,3.521005752,4.024986036,2.658643299,3.413986172,0.23,-0.21,0.01,-0.06,0.05,1.82150399
1,1.755625,-0.108,0.835,0.439363035,-0.49,-0.159545455,0.227672246,-0.257482433,1.913527391,5.662704,2.756682983,4.839654086,0.23,-0.21,0.01,-0.06,0.05,5.008790091
1,2.325625,-8.88E-16,1.07,0.48040695,-0.455,-0.246818182,0.222598287,1.290457048,1.528827838,5.01441696,2.144033124,4.605418435,0.23,-0.21,0.01,-0.06,0.05,5.471514996
1,3.258025,0.478,0.775,-0.000966202,-1.03,0.357575758,0.662479564,-0.036677158,-1.334984259,4.450486124,3.355678353,3.328597763,0.23,-0.21,0.01,-0.06,0.05,4.927669875
1,5.3361,0.505,1.525,0.192092195,-0.785,0.007272727,0.336249513,0.732778118,-2.564947951,4.053305195,3.673882565,2.629069523,0.23,-0.21,0.01,-0.06,0.05,3.932051707
1,0.354025,0.375,0.415,-0.026099119,-0.18,0.50525974,0.281510315,1.264570314,-0.89289271,0.903065378,2.357874482,1.004024499,-0.42,0.01,0.01,-0.22,0.01,-0.530045685
1,0.0625,0.34,0.085,-0.14361867,-0.165,0.585454545,0.472286882,-1.223147415,-3.960768964,-0.003621763,2.038806604,0.6000018,-0.42,0.01,0.01,-0.22,0.01,-1.036138301
1,0.189225,0.085,-0.64,-0.145862557,-0.205,0.418636364,0.7497645,0.013139821,-2.997205191,0,0.406504625,0,-0.42,0.01,0.01,-0.22,0.01,-3.042521989
1,0.3249,0.35,0.095,-0.017308291,-0.475,0.275,0.689153367,-1.948862717,-2.718288252,-2.812174219,0.202839826,-0.598804184,-0.42,0.01,0.01,-0.22,0.01,-3.217998644
1,0.01,0.238,-0.36,-0.389529,-0.46,0.84,0.6283768,0.048009294,-2.720093331,-3.413986172,-0.810541418,0,-0.42,0.01,0.01,-0.22,0.01,-2.074565144
1,0.4489,0.188,-0.84,-0.244233165,-0.17,0.245,0.566613468,0.52866353,-2.79045277,-5.431955916,-1.01215439,-0.59230183,-0.42,0.01,0.01,-0.22,0.01,-3.179504735
1,3.6864,-0.04,-1.655,0.596138575,0.265,-0.82,0.67591086,-0.801929529,-1.346990505,-6.124996116,-0.100050033,-0.887142339,-0.42,0.01,0.01,-0.22,0.01,-3.95224083
1,0.697225,0.179,-0.885,0.437335539,-0.05,-0.265,0.691868431,0.353771442,0.085439891,-5.296744239,-0.199401861,-0.588814263,-0.42,0.01,0.01,-0.22,0.01,-4.461754379
1,3.900625,0.433,1.8,0.130714286,-0.175,1.65,0.243571429,0.72676941,-3.523237286,-0.312289732,0.40241503,-1.394444906,0.22,-0.04,-0.06,-1.29,-0.02,6.910450584
1,5.4756,0.545,2.145,0.302142857,-0.195,0.06,0.120714286,0.392174808,-2.922945565,-1.112924332,0.200000067,-2.000066671,0.22,-0.04,-0.06,-1.29,-0.02,7.236031682
1,3.1684,0.395,1.895,0.143571429,0.115,0.11,-0.072142857,-1.162416667,-4.388108544,-1.902595118,0.199401861,-2.491409381,0.22,-0.04,-0.06,-1.29,-0.02,9.738630661
1,1.5129,0.37,1.145,0.192857143,-0.085,-0.66,-0.060714286,-0.058759705,-2.679466176,-3.732546442,0.792868376,-3.533936645,0.22,-0.04,-0.06,-1.29,-0.02,9.233701051
1,0.2916,0.531,0.655,0.089285714,0.115,-1.185,-0.243571429,-3.538582331,-2.939745994,-3.634677949,0.49431638,-3.235873831,0.2,0.01,0.01,0.98,0.16,12.99063519
1,0.2601,0.1517,0.115,-0.006666667,0.625,-0.5225,-1.025,-2.025213935,6.841713396,5.490879578,-0.09789526,0.621763661,0.35,-0.05,0,-1.1,0.02,-16.20559748
1,0.009025,0.175,0.37,0.231666667,0.465,-0.2,-0.79,-1.475300174,4.61084913,5.101447042,0.09789526,0.828162083,0.35,-0.05,0,-1.1,0.02,-16.70521472
1,0.1521,0.175,0.715,0.366666667,0.325,-0.565,-0.69,-2.169874606,6.999162792,4.303506194,0.293398743,0.208768343,0.35,-0.05,0,-1.1,0.02,-17.16455951
1,0.429025,-0.212,-0.56,0.043571429,0.095,-0.805,-0.222142857,-1.92507489,-1.699600592,-0.859573484,2.232018909,-2.384768276,0.35,-0.05,0,-1.1,0.02,-6.019257135
1,0.2601,-0.24,-0.615,0.022380952,-0.105,-0.01,0.183571429,-1.029525644,-3.577856261,-2.62196823,1.174181788,-3.135052988,0.35,-0.05,0,-1.1,0.02,-6.037251749
1,0.0961,0.15,0.14,0.114285714,-0.17,-0.075,0.241428571,-0.353164975,1.14885507,1.098056345,0.706716722,0.49925216,-0.02,-0.61,0.03,0.05,3.4,1.664549161
1,0.416025,0.242,0.455,0.212142857,-0.19,-0.255,0.215714286,0.272266248,-0.358693252,-1.592073429,1.112808651,-1.592073429,-0.02,-0.61,0.03,0.05,3.4,0.616347317
1,1.5376,0.265,0.905,0.195714286,-0.335,0.635,0.383571429,-0.243002868,-2.354643483,-0.402731255,1.01215439,-0.995033085,-0.02,-0.61,0.03,0.05,3.4,0.168249481
1,3.900625,0.433,1.8,0.130714286,-0.175,1.65,0.243571429,0.72676941,-3.523237286,-0.312289732,0.40241503,-1.394444906,-0.02,-0.61,0.03,0.05,3.4,5.144467841
1,5.4756,0.545,2.145,0.302142857,-0.195,0.06,0.120714286,0.392174808,-2.922945565,-1.112924332,0.200000067,-2.000066671,-0.02,-0.61,0.03,0.05,3.4,7.341558972
1,3.1684,0.395,1.895,0.143571429,0.115,0.11,-0.072142857,-1.162416667,-4.388108544,-1.902595118,0.199401861,-2.491409381,-0.02,-0.61,0.03,0.05,3.4,6.138845548
1,1.8225,0.406,1.445,0.147857143,0.095,-0.36,-0.140714286,2.973457295,-1.364772398,-3.004109236,0.795232819,-2.706932197,-0.02,-0.61,0.03,0.05,3.4,5.224465486
1,1.5129,0.37,1.145,0.192857143,-0.085,-0.66,-0.060714286,-0.058759705,-2.679466176,-3.732546442,0.792868376,-3.533936645,-0.02,-0.61,0.03,0.05,3.4,5.73313264
1,0.2916,0.531,0.655,0.089285714,0.115,-1.185,-0.243571429,-3.538582331,-2.939745994,-3.634677949,0.49431638,-3.235873831,0,-0.06,0.1,0.22,-2.35,5.985650092
1,0.497025,0.57,0.705,0.138809524,0,-0.5325,0.105714286,-1.786073565,-2.632675278,-6.164599904,2.777956411,-4.869115917,0,-0.06,0.1,0.22,-2.35,3.570937715
1,0.0441,0.5,0.275,-0.119047619,0.065,-0.175,0.071428571,0.315745106,-0.920595067,-4.772537119,2.680061151,-4.273284959,0,-0.06,0.1,0.22,-2.35,3.253666788
1,0.1444,0.455,0.285,-0.15547619,-0.095,-0.22,0.299285714,-0.295482541,1.370255131,-2.502664422,2.680061151,-4.094737851,0,-0.06,0.1,0.22,-2.35,4.166787351
1,0.2209,0.36,0.48,-0.041666667,0.01,-0.365,0.18,0.624703981,4.683532424,-3.609360765,2.780715412,-4.60439385,0,-0.06,0.1,0.22,-2.35,5.110322327
1,0.009025,0.096,0.375,0.648178284,0.47,0.018578644,-0.690025915,-1.408757592,27.94856914,-29.59808753,-4.225980929,-20.06706955,0.02,0.08,0.03,-0.22,-0.16,-18.90371815
1,0.018225,0.205,0.445,0.005635657,0.58,-0.417950938,-0.77867185,0.655429116,35.06551015,-17.89640176,1.072076975,-16.61268709,0.02,0.08,0.03,-0.22,-0.16,-16.00186374
1,0.030625,0.515,0.395,0.281684778,0.57,-0.159148629,-0.744311629,0.61087509,37.72048233,-17.80625347,2.498642778,-16.68988293,0.02,0.08,0.03,-0.22,-0.16,-16.87717779
1,0.4489,0.42275,-0.045,-0.010550402,0.625,0.224343434,-0.515702948,0.572220396,37.66543497,-15.1196215,2.981735505,-16.15500607,0.02,0.08,0.03,-0.22,-0.16,-16.930943
1,0.6084,0.345,-0.31,-0.187536001,0.47,0.223578644,-0.298597344,1.321617697,34.18767418,-12.26459916,4.048171792,-15.03533918,0.02,0.08,0.03,-0.22,-0.16,-18.8880312
1,0.680625,0.535,-0.45,0.105061401,0.375,0.497669553,-0.177883058,0.89914831,30.95305332,-5.895251659,5.342516667,-12.64332148,0.14,-0.13,-0.04,-0.33,2.13,-18.59186359
1,1.288225,0.435,-0.63,-0.058186236,0.505,0.381291486,-0.305032394,2.889610311,30.69169377,1.179741992,5.810763081,-9.105996552,0.14,-0.13,-0.04,-0.33,2.13,-15.90075867
1,0.6241,0.15,-0.485,0.306679035,0.305,0.504090909,-0.176020408,2.722639524,24.18976755,6.962679823,6.307861078,-6.662600648,0.14,-0.13,-0.04,-0.33,2.13,-14.69139365
1,0.8281,0.105,-0.5,0.333752098,0.41,0.634617605,-0.22915128,2.034770128,18.41186309,12.2081934,6.400288199,-5.053080865,0.14,-0.13,-0.04,-0.33,2.13,-13.16569043
1,0.1681,-0.17,-0.395,0.43464617,0.015,0.950887446,0.279071914,2.536816069,9.346241446,16.95041224,6.590619858,-3.197075488,0.14,-0.13,-0.04,-0.33,2.13,-11.797335
1,0.004225,-0.055,0.055,0.444491563,0.12,0.12002886,-0.220395206,2.147853428,-14.2820144,16.97737796,6.104370403,-2.751064988,0.14,-0.13,-0.04,-0.33,2.13,-5.695063967
1,0.1444,-0.37,-0.07,0.394509232,0.31,0.55031746,-0.19026563,-0.891629435,-18.29789613,15.3693965,6.262717747,-1.32048643,0.14,-0.13,-0.04,-0.33,2.13,-8.84279448
1,0.00148225,-0.18425,0.505,0.421440852,0.4665,-0.162966089,-0.691933754,-0.632740729,-21.30014019,15.74642532,6.92278615,-0.408580752,0.14,-0.13,-0.04,-0.33,2.13,-7.971244563
1,2.50E-05,-0.267,0.68,-0.073506494,0.675,-0.917272727,-1.080714286,-0.230285012,-16.93966536,9.004525209,4.615337952,-0.101471343,-0.2,0.22,-0.01,-0.06,2.26,-0.333742932
1,0.042025,-0.015,0.555,-0.21025974,0.76,-0.770909091,-1.048571429,-0.910658295,-15.30644627,4.645748326,6.015176066,-0.407332539,-0.2,0.22,-0.01,-0.06,2.26,-0.96307344
1,0.5329,-0.1,-0.065,-0.514285714,0.665,-0.07,-0.516428571,0.396399626,-5.675276597,4.998350573,4.265271995,2.247285585,-0.2,0.22,-0.01,-0.06,2.26,-2.291408289
1,0.286225,0.005,0.18,-0.266103896,0.715,-0.181363636,-0.706428571,2.027127566,-5.695353079,4.883152766,4.242071588,2.341073837,-0.2,0.22,-0.01,-0.06,2.26,0.28259922
1,2.42892225,-0.1535,-0.92,-0.605285714,0.6385,-0.0065,-0.427928571,0.739448848,-2.446115969,1.831368981,4.292504472,1.422788229,-0.2,0.22,-0.01,-0.06,2.26,2.321069571
1,1.1881,-0.535,-0.275,-0.411428571,0.815,0.505,-0.432142857,0.17935678,-1.336642596,0.702005928,5.244647537,1.210912879,-0.2,0.22,-0.01,-0.06,2.26,1.360381676
1,1.2996,-0.683,-0.235,-0.198961039,0.905,0.688636364,-0.510714286,-0.55164517,-3.604472933,-0.509528521,5.978300716,-0.610999864,-0.07,-0.03,-0.02,-0.1,0.43,-3.594045131
1,1.476225,-0.505,-0.465,-0.105584416,0.75,0.740454545,-0.364285714,-0.576002978,0.080928368,0.297695388,5.205636196,-0.823049914,-0.07,-0.03,-0.02,-0.1,0.43,-3.010246871
1,2.387025,-0.67,-0.77,-0.302857143,0.775,0.805,-0.289285714,-0.963465784,0.176880277,-0.001665986,4.647087438,-0.408998525,-0.07,-0.03,-0.02,-0.1,0.43,-2.12051745
1,2.0736,-0.79,-0.47,-0.11974026,0.97,0.055909091,-0.901428571,0.341802422,1.137443824,-1.628628333,4.940573821,-1.324522675,-0.07,-0.03,-0.02,-0.1,0.43,-0.758583402
1,1.030225,0.313,1.12,0.132857143,0.105,-0.405,-0.130714286,1.847677519,-1.680107144,-2.925466682,0.597016699,-2.726064821,0.12,-0.22,0.04,0.08,-1.5,17.93517883
1,1.5129,0.37,1.145,0.192857143,-0.085,-0.66,-0.060714286,-0.058759705,-2.679466176,-3.732546442,0.792868376,-3.533936645,0.12,-0.22,0.04,0.08,-1.5,19.66831773
1,0.1521,0.54,0.455,-0.02,0.065,-1.075,-0.205,-0.184218813,-5.693433678,-4.12679491,1.588911283,-3.530371671,0.12,-0.22,0.04,0.08,-1.5,23.13716104
1,0.497025,0.57,0.705,0.138809524,0,-0.5325,0.105714286,-1.786073565,-2.632675278,-6.164599904,2.777956411,-4.869115917,0.12,-0.22,0.04,0.08,-1.5,18.96797144
1,0.0441,0.5,0.275,-0.119047619,0.065,-0.175,0.071428571,0.315745106,-0.920595067,-4.772537119,2.680061151,-4.273284959,-0.15,0.21,-0.06,-0.18,-0.67,18.57402359
1,0.7225,0.295,-0.78,-0.127857143,0.07,-2.05,0.085714286,-1.44345252,6.381858692,-1.557423363,2.479056058,-2.951868269,-0.15,0.21,-0.06,-0.18,-0.67,13.37190211
1,0.140625,0.22,-0.3,-0.213095238,0.075,0.15,-0.037142857,0.241208909,7.352628173,-0.247218915,1.782225391,-2.247285585,-0.15,0.21,-0.06,-0.18,-0.67,2.721189079
1,0.0784,0.22,-0.155,-0.103333333,0.125,0.135,-0.235,-1.784107886,8.751549863,1.273949641,0.788958728,-1.432982555,-0.15,0.21,-0.06,-0.18,-0.67,-8.043904875
1,0.075625,0.315,-0.07,-0.138095238,0.205,-0.065,-0.352142857,-2.582479947,9.972630019,2.212980063,0.790517951,-0.513084758,-0.15,0.21,-0.06,-0.18,-0.67,-9.986401986
1,0.616225,0.335,-0.315,-0.270714286,0.47,0.095,-0.528571429,-2.066267007,11.85619063,3.63665879,0.197238723,0.102722146,-0.15,0.21,-0.06,-0.18,-0.67,-12.79884448
1,0.0016,0.26,0.26,-0.194761905,0.3,1.07,-0.377142857,0.387984921,9.595740135,4.360055317,0.589972213,1.124181487,-0.15,0.21,-0.06,-0.18,-0.67,-19.755477
1,9.00E-04,0.245,0.515,0.135238095,0.545,0.325,-0.682142857,0.387984921,9.228455472,2.602051441,0.393314175,-0.92832023,-0.15,0.21,-0.06,-0.18,-0.67,-21.2111695
1,0.2601,0.1517,0.115,-0.006666667,0.625,-0.5225,-1.025,-2.025213935,6.841713396,5.490879578,-0.09789526,0.621763661,-0.15,0.21,-0.06,-0.18,-0.67,-20.18346628
1,0.429025,-0.212,-0.56,0.043571429,0.095,-0.805,-0.222142857,-1.92507489,-1.699600592,-0.859573484,2.232018909,-2.384768276,0.14,-0.16,0.1,0.15,-0.79,-2.489233476
1,0.7225,0.295,-0.78,-0.127857143,0.07,-2.05,0.085714286,-1.44345252,6.381858692,-1.557423363,2.479056058,-2.951868269,0.03,0.12,0.03,0.53,9.33,0.823936961
