Flags,d.Liquidity,d.Y_10,d.Slo_(10-2),(d.Y_10) ^2,d.(S-Y)_10,(d.Y_10) ^3,d.Y_2,d.Y_5,d.Y_max,d.Slo_(5-2),d.Slo_(max-2),d.Slo_(max-10),d.Cur(DL),d.Lev(VDM),d.Slo(VDM),d.Cur(VDM),d.VolSkew,d.Leading,d.Coincident,d.Lagging,Leading,Coincident,Lagging,d.AC,d.CR,d.DA,d.DE,d.IC,d.LF,d.LTL,d.R,d.I,d.(R-I),d.(R-M),d.RVol,d.(R-I)Vol,d.(RVol-MVol)
-1,1.564164193,-1.44,0.205454545,2.0736,-0.79,-2.985984,-1.234545455,-1.354285714,-0.47,-0.11974026,0.764545455,0.97,0.055909091,0.347428571,-0.615,-0.901428571,0.341802422,0.539932764,-2.343280364,-3.352204797,-1.126772485,1.898791224,-1.01113096,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-39.33839012,4.517385624,-43.85577574,-48.9491043,-2.546299397,3.59042347,5.535220597
-1,2.25593084,-1.38,0.220252525,1.9044,-0.843,-2.628072,-1.159747475,-1.255,-0.655,-0.095252525,0.504747475,0.725,0.141060606,-0.0795,-0.425555556,-0.625,-0.286735999,0.717528436,-2.223925433,-1.118568189,-1.417123385,1.990636712,0.10095912,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-31.67626016,7.647823773,-39.32408393,-47.19660257,-2.130407102,4.096299649,5.385949576
-1,1.996898376,-1.66,0.461666667,2.7556,-0.615,-4.574296,-1.198333333,-1.377857143,-1.15,-0.17952381,0.048333333,0.51,0.345,-0.900214286,0.068333333,-0.284285714,-0.927821307,2.824230299,-2.316361122,-0.819164666,0.285306898,1.97614335,0.603623563,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-32.44131089,5.44725085,-37.88856174,-41.27842583,-1.904879441,4.391200023,5.075971071
-1,2.004206406,-0.59,0.012857143,0.3481,-0.57,-0.205379,-0.577142857,-0.625714286,-0.44,-0.048571429,0.137142857,0.15,-0.097142857,-0.318428571,-0.027142857,-0.178571429,-1.797623069,2.366048666,-2.87462419,-1.210912879,0.191022026,2.370023347,0,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-83.98027474,9.849862892,-93.83013763,-109.5037323,13.54823167,21.11762208,20.06605575
-1,2.337628058,0.345,-0.348441558,0.119025,-0.485,0.041063625,-0.003441558,0.152142857,0.095,0.155584416,0.098441558,-0.25,-0.211168831,-0.006714286,-0.235714286,0.095714286,-0.601394104,5.015282774,-3.597457143,2.213370035,0.481928644,2.051353983,2.213370035,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-85.39233901,-1.209752427,-84.18258658,-99.47554704,15.72121546,23.33255258,20.71684687
-1,2.260387331,1.155,-0.870909091,1.334025,-0.5,1.540798875,0.284090909,0.783571429,0.945,0.499480519,0.660909091,-0.21,-0.256818182,1.026142857,-1.275,-0.087142857,-1.012630862,3.521005752,-3.319657417,4.024986036,0.385356932,2.658643299,3.413986172,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-99.95356902,-7.903474982,-92.05009404,-110.5315534,16.24791033,23.92026039,20.77633815
-1,2.626133216,1.44,-0.837272727,2.0736,-0.29,2.985984,0.602727273,1.118571429,1.14,0.515844156,0.537272727,-0.3,-0.159545455,1.073142857,-1.215,0.042857143,-1.062104759,1.913527391,-2.448953212,5.662704,0.766287275,2.756682983,4.839654086,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-57.64810615,-10.75027693,-46.89782921,-65.48821687,17.00032111,23.17643826,19.45400414
-1,1.425670871,1.04,-0.498181818,1.0816,-0.28,1.124864,0.541818182,0.922308291,0.65,0.380490109,0.108181818,-0.39,0.293636364,0.318153367,-0.9,0.295846633,1.877935269,1.528827838,-2.503054314,5.01441696,0.478698856,2.144033124,4.605418435,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-66.72995316,-6.644531145,-60.08542201,-73.89980016,17.69575257,22.29489861,18.33589019
0,0.270073243,0.89,-0.638636364,0.7921,-0.005,0.704969,0.251363636,0.854529,0.48,0.603165363,0.228636364,-0.41,-0.427272727,0.0608768,-0.44,0.3816232,0.010604513,-0.570613796,-0.778885205,7.082168349,-0.285306898,3.562717764,5.237853777,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-38.41077304,0.669710182,-39.08048322,-46.3757701,18.82879235,22.22288176,18.45273093
0,0.314385795,1.325,-0.767272727,1.755625,-0.108,2.326203125,0.557727273,0.997090308,0.835,0.439363035,0.277272727,-0.49,-0.159545455,0.577327754,-0.885,0.227672246,-0.257482433,-1.613862067,-2.009590896,6.032452652,-1.045140155,2.930982925,4.707929977,-0.32,0.32,0.02,0.63,-0.22,1.56,32.91,-85.03241989,-5.668161374,-79.36425852,-88.63823783,29.99778182,32.91059191,27.52644446
0,2.837238507,1.525,-0.770909091,2.325625,-8.88178E-16,3.546578125,0.754090909,1.234497859,1.07,0.48040695,0.315909091,-0.455,-0.246818182,0.848901713,-0.84,0.222598287,1.290457048,-1.334984259,-0.223651108,4.450486124,-1.145050679,3.355678353,3.328597763,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-91.9722891,-13.71663244,-78.25565666,-89.48600064,31.64481603,33.42957967,28.27874112
0,1.781726628,2.245,-0.229090909,5.040025,0.259,11.31485613,2.015909091,1.472432853,1.19,-0.543476238,-0.825909091,-1.055,1.216818182,0.817553717,-0.62,0.436946283,0.284446686,-2.564947951,0.720081321,4.053305195,-1.903007,3.673882565,2.629069523,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-89.07174986,-21.86666662,-67.20508325,-82.84349115,32.00604977,33.22686875,28.24282266
1,2.865900383,2.075,-0.288636364,4.305625,0.376,8.934171875,1.786363636,1.519093032,0.915,-0.267270604,-0.871363636,-1.16,0.847727273,0.235725574,-0.265,0.715274426,0.128146936,-0.587555214,1.793936035,3.222276321,-1.714327699,3.692727259,2.211145361,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-73.76259058,-7.118348597,-66.64424199,-78.5512375,33.67536773,34.91740654,29.77331275
1,2.800252893,1.805,-0.458434343,3.258025,0.478,5.880735125,1.346565657,1.345599455,0.775,-0.000966202,-0.571565657,-1.03,0.357575758,0.132020436,-0.244444444,0.662479564,-0.036677158,-0.89289271,0.367237771,0.903065378,-2.310016095,2.357874482,1.004024499,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-77.19489658,-5.156978112,-72.03791847,-79.92801058,33.93355842,34.82997866,29.94847379
1,4.543610548,2.31,-0.753030303,5.3361,0.505,12.326391,1.556969697,1.749061892,1.525,0.192092195,-0.031969697,-0.785,0.007272727,1.218750487,-0.728333333,0.336249513,0.732778118,-3.960768964,0.062663254,-0.003621763,-3.675462066,2.038806604,0.6000018,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-51.60724605,0.79109806,-52.39834411,-65.23731025,35.47978666,36.58400438,32.37258112
1,4.735766489,1.03,-0.009220779,1.0609,0.325,1.092727,1.020779221,1.031810043,0.725,0.011030822,-0.295779221,-0.305,0.384415584,0.406551966,-0.097857143,0.306448034,0.722692616,-2.997205191,-1.963518722,0,-2.806183166,0.406504625,0,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,17.04352736,-3.035369132,20.07889649,24.88984732,18.10060265,17.31606086,16.26586972
1,6.299469996,0.595,0.152987013,0.354025,0.375,0.210644875,0.747987013,0.721887894,0.415,-0.026099119,-0.332987013,-0.18,0.50525974,0.124489685,-0.019285714,0.281510315,1.264570314,-2.718288252,-1.848514157,-2.812174219,-2.236359609,0.202839826,-0.598804184,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-8.581281905,10.09861136,-18.67989326,-17.44897565,18.38200924,17.40608408,19.69340293
1,6.570881226,0.25,0.527727273,0.0625,0.34,0.015625,0.777727273,0.634108603,0.085,-0.14361867,-0.692727273,-0.165,0.585454545,-0.402286882,0.635,0.472286882,-1.223147415,-2.720093331,-3.469184717,-3.413986172,-2.3347364,-0.810541418,0,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,6.02070509,9.960981214,-3.940276124,2.607386202,20.43943623,19.93981618,23.20163744
1,6.78021978,-0.435,0.826818182,0.189225,0.085,-0.082312875,0.391818182,0.245955625,-0.64,-0.145862557,-1.031818182,-0.205,0.418636364,-1.3687645,1.44,0.7497645,0.013139821,-2.79045277,-3.768837373,-5.431955916,-2.024165495,-1.01215439,-0.59230183,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-329.7111948,13.10277377,-342.8139686,-327.9908963,166.6203335,165.3929168,170.0575816
1,6.034482759,0.57,0.285,0.3249,0.35,0.185193,0.855,0.837691709,0.095,-0.017308291,-0.76,-0.475,0.275,-0.558153367,0.77,0.689153367,-1.948862717,-1.921725339,-1.942216708,-5.687573609,-1.443026483,0.201816416,-1.082155174,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-330.3978854,0.083965337,-330.4818507,-319.231437,165.9227467,165.0148352,169.4567797
1,5.459770115,0.1,0.6,0.01,0.238,0.001,0.7,0.310471,-0.36,-0.389529,-1.06,-0.46,0.84,-0.9748768,0.82,0.6283768,0.048009294,-1.346990505,-3.662767798,-6.124996116,-1.632297403,-0.100050033,-0.887142339,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-345.9339793,-5.929273993,-340.0047053,-333.8578933,163.5283976,162.8013912,165.7404759
1,5.480769231,-0.67,0.74,0.4489,0.188,-0.300763,0.07,-0.174233165,-0.84,-0.244233165,-0.91,-0.17,0.245,-1.397613468,1.405,0.566613468,0.52866353,0.085439891,-3.130384786,-5.296744239,-0.959700264,-0.199401861,-0.588814263,0.59,-0.88,0.03,3.26,-1.91,7.24,-31.65,-274.4105784,5.438992542,-279.849571,-266.0326036,150.3832387,149.4258709,152.6111622
1,11.29975725,-0.305,-1.836847042,0.093025,0.485,-0.028372625,-2.141847042,-0.430032394,-0.2075,1.711814648,1.934347042,0.0975,1.071305916,0.012675915,-4.8425,-0.197525915,-0.499914634,-10.57772528,-14.34779531,-20.1095825,-13.2832043,-12.38694817,-10.28573854,0.04,-0.05,0,-0.08,-0.82,-0.87,-2.92,24.26081391,4.384110789,19.87670312,40.51067996,17.51986709,10.44788724,1.569956264
1,15.13704686,-0.42,-1.832611833,0.1764,0.515,-0.074088,-2.252611833,-0.464768384,-0.265,1.787843449,1.987611833,0.155,1.264776335,-0.038185293,-5.085,-0.190814707,-0.689043673,-1.857095973,-14.30522227,-24.17052279,-8.2411976,-12.89138686,-13.62528047,0.04,-0.05,0,-0.08,-0.82,-0.87,-2.92,19.86224467,2.389425167,17.4728195,35.43908956,19.51540762,9.14842574,3.687110313
1,19.34280951,-0.08,-2.298210678,0.0064,0.312619048,-0.000512,-2.378210678,-0.36574668,0.18,2.012463999,2.558210678,0.26,1.023578644,0.710597344,-5.88,-0.488597344,-0.26679464,3.233369874,-11.76577539,-28.52262366,-4.332426081,-11.43772698,-17.26127427,0.04,-0.05,0,-0.08,-0.82,-0.87,-2.92,42.29426344,23.38932714,18.90493631,17.23066253,18.66515404,7.446881673,7.884408454
1,27.40524742,-0.13,-2.301919192,0.0169,0.022142857,-0.002197,-2.431919192,-0.379092971,0.305,2.052826221,2.736919192,0.435,1.116161616,0.916774376,-6.155,-0.634274376,-1.018014263,12.01744624,-7.863220337,-32.72276903,1.588175255,-9.508896534,-20.14748773,0.04,-0.05,0,-0.08,-0.82,-0.87,-2.92,73.30483973,42.90951292,30.39532681,11.31897061,9.188819223,2.673777957,9.014045079
1,24.88200497,0.71,-2.671702742,0.5041,0.35,0.357911,-1.961702742,-0.141911241,1.01,1.819791501,2.971702742,0.3,-0.083405483,1.969028993,-5.56,-0.981528993,-1.93386134,22.40900013,-3.242523334,-35.76999426,7.884806635,-7.004028729,-22.31435513,0.04,-0.05,0,-0.08,-0.82,-0.87,-2.92,100.2267035,48.81728422,51.40941932,44.91369655,-0.7058215,-1.364368338,6.510175521
1,23.11602468,1.72,-3.372756133,2.9584,0.685,5.088448,-1.652756133,0.148539035,2.005,1.801295167,3.657756133,0.285,-1.320512266,3.517168772,-5.71,-1.542168772,-0.946231018,27.94856914,1.579220262,-29.59808753,12.43570163,-4.225980929,-20.06706955,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,102.2917678,43.93151399,58.36025379,47.16042454,-4.247902639,-4.017900188,8.494166465
1,20.44798114,1.11,-2.48010101,1.2321,0.358928571,1.367631,-1.37010101,-0.024807256,1.515,1.345293754,2.88510101,0.405,-0.92020202,2.755845805,-4.445,-1.312845805,-0.177927072,35.28085645,7.853587627,-25.94056327,18.0775364,-0.827917207,-19.72844295,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,118.9622368,38.78914324,80.17309361,63.57881245,-7.169857549,-6.110116664,7.218861283
1,21.54205607,0.19,-1.318282828,0.0361,0.24,0.006859,-1.128282828,-0.287664399,0.595,0.840618429,1.723282828,0.405,-0.181565657,1.332631519,-2.86,-0.787131519,-1.636474252,35.06551015,11.73977837,-17.89640176,17.9648269,1.072076975,-16.61268709,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,130.9765158,64.50318187,66.47333391,44.88034248,-13.5372762,-13.52528498,2.68444201
-1,20.75648222,-0.095,-0.923210678,0.009025,0.096,-0.000857375,-1.018210678,-0.370032394,0.375,0.648178284,1.393210678,0.47,0.018578644,0.961525915,-2.335,-0.690025915,-1.408757592,37.72048233,14.08935417,-17.80625347,20.43254795,2.498642778,-16.68988293,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,164.6619834,63.12627283,101.5357105,91.3262645,-18.11491184,-15.23329218,1.483640494
-1,19.90941615,-0.02,-0.678210678,0.0004,0.37,-8E-06,-0.698210678,-0.348603822,0.48,0.349606856,1.178210678,0.5,-0.296421356,1.130383058,-1.56,-0.762883058,-2.254731524,37.66543497,15.69725305,-15.1196215,21.20733276,2.981735505,-16.15500607,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,143.9950314,59.74138081,84.25365055,67.72399117,-23.36773571,-17.39050933,-1.646908565
-1,18.73314759,-0.135,-0.253975469,0.018225,0.205,-0.002460375,-0.388975469,-0.383339812,0.445,0.005635657,0.833975469,0.58,-0.417950938,1.12077185,-0.67,-0.77867185,0.655429116,34.18767418,16.59307181,-12.26459916,19.61458009,4.048171792,-15.03533918,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,124.1077426,44.20283895,79.90490369,70.64606215,-24.82971156,-18.12479943,-3.495812244
-1,14.60086108,-0.175,-0.499574315,0.030625,0.515,-0.005359375,-0.674574315,-0.392889537,0.395,0.281684778,1.069574315,0.57,-0.159148629,1.058911629,-1.41,-0.744311629,0.61087509,30.95305332,18.25260273,-5.895251659,17.39063599,5.342516667,-12.64332148,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,77.14142339,30.75687626,46.38454713,23.9338443,-26.31100299,-18.35649832,-4.188171129
-1,10.07121941,-0.67,0.147171717,0.4489,0.42275,-0.300763,-0.522828283,-0.533378685,-0.045,-0.010550402,0.477828283,0.625,0.224343434,0.361202948,-0.555,-0.515702948,0.572220396,30.69169377,18.19771125,1.179741992,17.40848947,5.810763081,-9.105996552,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,42.38624732,20.26603836,22.12020896,10.93556221,-27.48859886,-19.40707343,-4.712763214
-1,5.734247722,-0.78,0.401789322,0.6084,0.345,-0.474552,-0.378210678,-0.56574668,-0.31,-0.187536001,0.068210678,0.47,0.223578644,-0.125402656,0.11,-0.298597344,1.321617697,24.18976755,19.19924794,6.962679823,15.94856995,6.307861078,-6.662600648,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,25.48695407,12.99622027,12.49073379,4.776416068,-29.36447628,-19.31895453,-7.089022595
-1,3.465222517,-0.825,0.141334776,0.680625,0.535,-0.561515625,-0.683665224,-0.578603822,-0.45,0.105061401,0.233665224,0.375,0.497669553,-0.404116942,-0.59,-0.177883058,0.89914831,18.41186309,17.83801518,12.2081934,14.07943701,6.400288199,-5.053080865,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,22.89078305,12.68748312,10.20329993,9.319226444,-30.53393572,-19.81616925,-10.34044752
-1,-2.307692308,-1.135,0.308145743,1.288225,0.435,-1.462135375,-0.826854257,-0.885040492,-0.63,-0.058186236,0.196854257,0.505,0.381291486,-0.420967606,-0.27,-0.305032394,2.889610311,9.346241446,16.09951639,16.95041224,10.9344167,6.590619858,-3.197075488,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,14.31008436,-1.200957909,15.51104227,23.73979817,-26.04893534,-17.38660221,-10.32198965
-1,-5.172413793,-0.79,-0.145454545,0.6241,0.15,-0.493039,-0.935454545,-0.62877551,-0.485,0.306679035,0.450454545,0.305,0.504090909,-0.370479592,-1.1,-0.176020408,2.722639524,0.182495965,13.89525429,20.40378922,8.067302601,6.891225558,-1.910565908,-0.11,0.11,-0.01,-0.1,-0.82,-0.3,6.56,21.83650833,-6.056816251,27.89332458,35.15050174,-20.60448168,-13.72634838,-8.810817627
-1,-6.704980843,-0.91,-0.107691198,0.8281,0.105,-0.753571,-1.017691198,-0.683939099,-0.5,0.333752098,0.517691198,0.41,0.634617605,-0.31584872,-1.26,-0.22915128,2.034770128,-4.6798782,10.61236424,16.84098332,7.755823435,6.386383316,-3.226086222,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,31.95852028,-2.994660138,34.95318042,43.47519349,-18.56188652,-12.30799612,-10.25155227
-1,-7.995873858,-0.41,-0.067056277,0.1681,-0.17,-0.068921,-0.477056277,-0.042410107,-0.395,0.43464617,0.082056277,0.015,0.950887446,-0.683071914,-1.1,0.279071914,2.536816069,-14.2820144,6.93228761,16.97737796,3.795522,6.104370403,-2.751064988,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,17.18873527,-6.334283555,23.52301882,27.38014726,-16.18115184,-10.47234372,-9.767507101
-1,-11.64382552,-0.09,-0.517712843,0.0081,0.085,-0.000729,-0.607712843,-0.142534823,0.06,0.465178019,0.667712843,0.15,0.259574315,0.255027859,-1.445,-0.192027859,2.442790612,-13.93617907,5.352149898,14.07060816,4.028647831,6.424226873,-2.542078929,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,40.14531744,-14.05619736,54.2015148,55.23982087,-11.7561235,-5.38771121,-6.878319439
-1,-13.79310345,0.18,-0.672366522,0.0324,-0.01,0.005832,-0.492366522,-0.023676709,0.23,0.468689814,0.722366522,0.05,0.005266955,0.469941367,-1.4,-0.212941367,0.756958884,-18.29789613,3.764074969,15.3693965,2.134651821,6.262717747,-1.32048643,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,-1.62264465,-20.36849521,18.74585056,20.39156308,-9.183632231,-4.688553802,-7.568595919
-1,-14.45918067,-0.065,-0.56998557,0.004225,-0.055,-0.000274625,-0.63498557,-0.190494007,0.055,0.444491563,0.68998557,0.12,0.12002886,0.288895206,-1.38,-0.220395206,2.147853428,-21.30014019,3.941050645,15.74642532,-0.092807431,6.92278615,-0.408580752,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,8.132288917,-12.97646574,21.10875466,26.71704706,-5.666467843,-3.280104545,-5.226061208
-1,-13.02681992,-0.405,-0.25540404,0.164025,-0.205,-0.066430125,-0.66040404,-0.269229025,-0.15,0.391175015,0.51040404,0.255,0.524191919,-0.02461678,-1.29,-0.14638322,-0.563243486,-20.45296413,1.952496299,15.54424613,-0.838384044,6.000668091,0.508906951,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,23.04080639,3.34802119,19.6927852,19.7384406,-5.462689487,-1.989382889,-1.962071406
-1,-10.34482759,-0.38,-0.24484127,0.1444,-0.37,-0.054872,-0.62484127,-0.230332038,-0.07,0.394509232,0.55484127,0.31,0.55031746,0.09326563,-1.35,-0.19026563,-0.891629435,-15.7146191,-0.051468353,13.76865305,1.676016886,5.291048314,1.125331569,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,47.86202398,7.035547503,40.82647647,43.66951423,-4.184051615,-1.404192516,-0.526447166
0,-7.5,0.0385,-0.703233045,0.00148225,-0.18425,5.70666E-05,-0.664733045,-0.243292193,0.505,0.421440852,1.169733045,0.4665,-0.162966089,1.174433754,-1.71,-0.691933754,-0.632740729,-16.93966536,-1.195425129,9.004525209,0.468824112,4.615337952,-0.101471343,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,33.4805623,-2.914394684,36.39495698,39.22351227,-2.630404312,-0.004790864,0.500030417
0,-3.775073248,-0.09,-1.070678211,0.0081,0.07,-0.000729,-1.160678211,-0.814230645,0.395,0.346447566,1.555678211,0.485,-0.971356421,1.433884516,-1.655,-1.064384516,-0.178352733,-17.17673844,-0.70101153,5.541855346,-1.228168485,5.606849548,-1.120745302,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,47.6423706,4.615904664,43.02646593,41.37335904,-1.320577343,0.110743427,0.542847055
0,0.226692209,0.305,-0.828751804,0.093025,-0.085,0.028372625,-0.523751804,-0.394619372,0.975,0.129132432,1.498751804,0.67,-1.092503608,2.201695497,-1.235,-1.229695497,-0.960741329,-15.30644627,-0.385112133,4.645748326,-1.227009259,6.015176066,-0.407332539,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,30.05461851,-17.66488371,47.71950222,45.22400609,0.657165777,1.857524656,0.651457862
0,-0.036733382,0.005,-0.433636364,2.5E-05,-0.267,1.25E-07,-0.428636364,-0.502142857,0.68,-0.073506494,1.108636364,0.675,-0.917272727,1.756214286,-0.625,-1.080714286,-0.230285012,-12.07079257,-1.484072057,3.197075488,-1.136375865,5.106547801,0,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,16.37834358,-6.002487744,22.38083132,21.87641536,0.703559742,2.079853677,-0.457494349
-1,-0.145742858,-0.38,0.159545455,0.1444,-0.12,-0.054872,-0.220454545,-0.647857143,0.42,-0.427402597,0.640454545,0.8,-0.775909091,1.428285714,0.295,-1.014285714,0.314123075,-8.636024513,-2.25974734,2.214671566,-0.568721912,4.631478218,0.304105658,-0.06,0.01,-0.03,-0.13,-0.23,-0.85,1.65,-6.63855592,-3.757388084,-2.881167836,-6.112353252,-3.864694638,-3.196565306,-6.064837057
-1,0.245682287,-0.205,-0.150454545,0.042025,-0.015,-0.008615125,-0.355454545,-0.565714286,0.555,-0.21025974,0.910454545,0.76,-0.770909091,1.576571429,-0.29,-1.048571429,-0.910658295,-9.639118268,-1.555586782,4.245463041,-1.883294833,4.830796533,1.019376819,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-26.79104478,-14.32238198,-12.46866281,-12.19542295,-3.826966076,-3.101860092,-6.188327906
-1,0.607194641,-0.89,0.497272727,0.7921,0.32,-0.704969,-0.392727273,-0.925714286,-0.045,-0.532987013,0.347727273,0.845,-0.460454545,0.798571429,0.61,-0.873571429,-0.775085734,-5.675276597,-1.839098408,4.998350573,-1.879754597,4.265271995,2.247285585,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-19.41597841,-5.531276799,-13.88470161,-10.62209096,-3.001936032,-2.416607985,-5.05169963
-1,1.199433691,-0.81,0.757272727,0.6561,-0.035,-0.531441,-0.052727273,-0.56,-0.24,-0.507272727,-0.187272727,0.57,0.044545455,0.097,0.9,-0.37,0.909151773,-5.695353079,-2.182155284,4.883152766,-1.666705249,4.242071588,2.341073837,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-38.86538711,-5.897309973,-32.96807713,-24.37433122,-3.588727812,-2.772438349,-5.520407843
-1,1.253800985,-0.805,0.815,0.648025,0.055,-0.521660125,0.01,-0.522857143,-0.2,-0.532857143,-0.21,0.605,0.08,0.125285714,0.945,-0.379285714,0.034753262,-4.269303641,-2.048155602,2.540013739,-2.134651821,4.214562145,1.219527309,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-10.26170722,-2.802471801,-7.459235418,-0.156298721,-3.315053711,-2.312043705,-4.029099228
-1,0.886719138,-0.73,0.7,0.5329,-0.1,-0.389017,-0.03,-0.544285714,-0.065,-0.514285714,-0.035,0.665,-0.07,0.389928571,0.805,-0.516428571,0.396399626,-2.446115969,-2.630281678,1.831368981,-2.5389234,4.292504472,1.422788229,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-12.5608267,-6.145638075,-6.415188626,-1.294977698,-3.748746837,-2.992786186,-4.3470009
-1,0.757552744,-0.535,0.276818182,0.286225,0.005,-0.153130375,-0.258181818,-0.524285714,0.18,-0.266103896,0.438181818,0.715,-0.181363636,0.859428571,0.02,-0.706428571,2.027127566,-1.336642596,-0.756020554,0.702005928,-2.17502664,5.244647537,1.210912879,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-29.87011825,-14.12235536,-15.74776289,-10.41465331,-1.133074069,-2.038488071,-3.806272529
-1,1.032572847,-1.17,0.66,1.3689,-0.17,-1.601613,-0.51,-0.984285714,-0.395,-0.474285714,0.115,0.775,-0.04,0.193928571,0.585,-0.626428571,0.479431637,-6.209371016,0.357762812,-1.125331569,-4.53335413,5.648811126,0,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-35.28092904,-11.18617864,-24.0947504,-19.09778134,-2.051950011,-2.895643466,-5.180647418
-1,1.637460634,-1.5585,0.8685,2.42892225,-0.1535,-3.785475327,-0.69,-1.295285714,-0.92,-0.605285714,-0.23,0.6385,-0.0065,-0.535571429,1.105,-0.427928571,0.739448848,-3.604472933,1.362962764,-0.509528521,-3.135648821,5.978300716,-0.610999864,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-11.05257666,3.734533901,-14.78711056,-10.5435539,-1.031971691,-2.455082355,-4.538441999
-1,0.926954514,-1.09,0.89,1.1881,-0.535,-1.295029,-0.2,-0.611428571,-0.275,-0.411428571,-0.075,0.815,0.505,0.104642857,0.46,-0.432142857,0.17935678,0.080928368,-0.401213352,0.297695388,-1.147240116,5.205636196,-0.823049914,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-23.48171729,7.530939692,-31.01265698,-21.6109791,-1.164275951,-1.984357862,-1.740789265
-1,1.408749212,-1.72,1.11,2.9584,-0.54,-5.088448,-0.61,-1.155714286,-0.72,-0.545714286,-0.11,1,0.55,-0.238928571,0.67,-0.548571429,-0.489288486,0.176880277,-1.368088628,-0.001665986,-1.050128982,4.647087438,-0.408998525,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-9.266268729,21.4881427,-30.75441143,-23.69915586,-0.941703907,-2.406577437,2.154913931
-1,1.442011056,-1.14,0.691818182,1.2996,-0.683,-1.481544,-0.448181818,-0.647142857,-0.235,-0.198961039,0.213181818,0.905,0.688636364,0.218714286,-0.21,-0.510714286,-0.55164517,1.421682763,-0.764944831,-1.844314572,0.285306898,4.34160297,-1.844314572,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-18.45356773,10.64904378,-29.10261151,-24.32090222,-0.95224558,-2.589713436,3.956317682
0,1.576313583,-1.215,0.587727273,1.476225,-0.505,-1.793613375,-0.627272727,-0.732857143,-0.465,-0.105584416,0.162272727,0.75,0.740454545,-0.168214286,-0.315,-0.364285714,-0.576002978,1.137443824,0.309095603,-1.628628333,0.568721912,4.940573821,-1.324522675,0.02,0.13,0.02,0.09,1.39,1.03,2.11,-18.24894534,14.54508279,-32.79402813,-23.11392722,2.973833206,1.082522768,10.69741185
