Flags,X.d.Y_10...2,d..S.Y._10,d.Slo_.5.2.,d.Slo_.max.10.,d.Cur.DL.,d.Cur.VDM.,d.VolSkew,d.Leading,d.Lagging,Leading,Coincident,d.AC,d.DA,d.DE,d.IC,d.RVol
1,0.140625,0.22,-0.213095238,0.075,0.15,-0.037142857,0.241208909,9.972630019,2.212980063,5.960055619,0.790517951,0.03,0.03,0.53,9.33,0.752400363
1,0.2601,0.1517,-0.006666667,0.625,-0.5225,-1.025,-2.025213935,4.351888006,4.184666057,4.656611452,1.071612788,-0.07,-0.06,-1.12,-1.22,-6.26324052
1,0.1521,0.175,0.366666667,0.325,-0.565,-0.69,-2.169874606,1.35178689,0.895210906,4.149172094,1.461302185,-0.07,-0.06,-1.12,-1.22,-5.306965282
1,0.81,-0.3433,0.01047619,0.03,-0.975,-0.034285714,-1.099048003,-2.713610387,-5.274154577,2.865525576,0.975617495,0.07,0.06,1.18,0.94,-1.186260693
1,0.0064,0.312619048,2.012463999,0.26,1.023578644,-0.488597344,-0.26679464,3.233369874,-28.52262366,-4.332426081,-11.43772698,0.13,-0.09,-0.13,0.24,-0.507704731
1,0.5041,0.35,1.819791501,0.3,-0.083405483,-0.981528993,-1.93386134,22.40900013,-35.76999426,7.884806635,-7.004028729,0.13,-0.09,-0.13,0.24,-14.89947947
1,1.2321,0.358928571,1.345293754,0.405,-0.92020202,-1.312845805,-0.177927072,35.28085645,-25.94056327,18.0775364,-0.827917207,0.13,-0.09,-0.13,0.24,-24.72831885
1,0.0361,0.24,0.840618429,0.405,-0.181565657,-0.787131519,-1.636474252,35.06551015,-17.89640176,17.9648269,1.072076975,0.13,-0.09,-0.13,0.24,-26.55891827
1,0.009025,0.096,0.648178284,0.47,0.018578644,-0.690025915,-1.408757592,37.72048233,-17.80625347,20.43254795,2.498642778,0.11,-0.04,-0.01,0.44,-28.78611507
1,0.018225,0.205,0.005635657,0.58,-0.417950938,-0.77867185,0.655429116,34.18767418,-12.26459916,19.61458009,4.048171792,0.11,-0.04,-0.01,0.44,-33.36374277
1,0.030625,0.515,0.281684778,0.57,-0.159148629,-0.744311629,0.61087509,30.95305332,-5.895251659,17.39063599,5.342516667,0.11,-0.04,-0.01,0.44,-32.3781704
1,0.164025,-0.205,0.391175015,0.255,0.524191919,-0.14638322,-0.563243486,-20.45296413,15.54424613,-0.838384044,6.000668091,-0.04,-0.06,-0.09,-0.18,-1.420884038
1,0.1444,-0.37,0.394509232,0.31,0.55031746,-0.19026563,-0.891629435,-15.7146191,13.76865305,1.676016886,5.291048314,-0.04,-0.06,-0.09,-0.18,-2.969745493
1,0.0081,0.07,0.346447566,0.485,-0.971356421,-1.064384516,-0.178352733,-17.17673844,5.541855346,-1.228168485,5.606849548,-0.04,-0.06,-0.09,-0.18,-2.462835819
1,0.5329,-0.1,-0.514285714,0.665,-0.07,-0.516428571,0.396399626,-2.446115969,1.831368981,-2.5389234,4.292504472,0.01,-0.03,-0.11,0.73,-2.751696292
1,2.42892225,-0.1535,-0.605285714,0.6385,-0.0065,-0.427928571,0.739448848,-3.604472933,-0.509528521,-3.135648821,5.978300716,0.01,-0.03,-0.11,0.73,1.913106973
1,2.9584,-0.54,-0.545714286,1,0.55,-0.548571429,-0.489288486,0.176880277,-0.001665986,-1.050128982,4.647087438,0.01,-0.03,-0.11,0.73,-3.465839927
1,0.7921,-0.005,0.603165363,-0.41,-0.427272727,0.3816232,0.010604513,-0.570613796,7.082168349,-0.285306898,3.562717764,0.01,-0.02,-0.03,-1.86,2.673607344
1,2.325625,-8.88178E-16,0.48040695,-0.455,-0.246818182,0.222598287,1.290457048,-1.334984259,4.450486124,-1.145050679,3.355678353,0.01,-0.02,-0.03,-1.86,5.005604505
1,3.258025,0.478,-0.000966202,-1.03,0.357575758,0.662479564,-0.036677158,-0.89289271,0.903065378,-2.310016095,2.357874482,-0.05,-0.03,-0.05,-0.16,3.147733098
1,1.8225,0.406,0.147857143,0.095,-0.36,-0.140714286,2.973457295,-2.939745994,-3.634677949,-4.016604173,0.49431638,-0.02,0.06,0.14,-0.85,22.7849568
1,0.2209,0.36,-0.041666667,0.01,-0.365,0.18,0.624703981,9.921170377,0.966214589,4.573361569,1.482973297,-0.02,0.06,0.14,-0.85,10.91778772
1,0.7225,0.295,-0.127857143,0.07,-2.05,0.085714286,-1.44345252,8.751549863,1.273949641,5.154758555,0.788958728,-0.02,0.06,0.14,-0.85,8.647840056
1,0.4489,0.42275,-0.010550402,0.625,0.224343434,-0.515702948,0.572220396,30.69169377,1.179741992,17.40848947,5.810763081,0.39,-0.01,-1.85,-0.1,-22.08496272
1,0.164025,-0.205,0.391175015,0.255,0.524191919,-0.14638322,-0.563243486,-20.45296413,15.54424613,-0.838384044,6.000668091,-0.51,0,-0.53,-0.09,-4.934310395
1,0.00148225,-0.18425,0.421440852,0.4665,-0.162966089,-0.691933754,-0.632740729,-16.93966536,9.004525209,0.468824112,4.615337952,-0.51,0,-0.53,-0.09,-5.479189542
1,0.093025,-0.085,0.129132432,0.67,-1.092503608,-1.229695497,-0.960741329,-15.30644627,4.645748326,-1.227009259,6.015176066,-0.51,0,-0.53,-0.09,-1.847010355
1,0.042025,-0.015,-0.21025974,0.76,-0.770909091,-1.048571429,-0.910658295,-9.639118268,4.245463041,-1.883294833,4.830796533,-0.51,0,-0.53,-0.09,0.002434442
1,2.9584,-0.54,-0.545714286,1,0.55,-0.548571429,-0.489288486,0.176880277,-0.001665986,-1.050128982,4.647087438,-0.42,-0.02,-0.82,-0.02,-1.623028969
1,1.452025,-0.769,0.01,0.79,0.135,-0.73,-0.725702388,2.541695548,-3.671521257,0.661940951,2.953801244,-0.42,-0.02,-0.82,-0.02,-2.983578382
1,0.01,0.238,-0.389529,-0.46,0.84,0.6283768,0.048009294,-1.346990505,-6.124996116,-1.632297403,-0.100050033,0.68,0.01,-0.04,-0.01,1.897914321
1,0.030625,0.02,-0.040537174,-0.28,0.47,0.555570261,2.14660762,-0.358693252,-1.592073429,-2.693429652,1.112808651,-0.77,-0.02,-0.51,0.05,1.142799177
1,0.3844,0.2,-0.053812768,-0.28,0.51,0.280949786,1.90196409,-2.354643483,-0.402731255,-4.378808978,1.01215439,-0.77,-0.02,-0.51,0.05,2.952535689
1,0.2601,0.1517,-0.006666667,0.625,-0.5225,-1.025,-2.025213935,4.351888006,4.184666057,4.656611452,1.071612788,0.17,0.01,0.46,0.04,-8.000885544
1,0.0784,0.3017,-0.047619048,0.275,0.365,-0.556428571,-2.952225324,-1.699600592,-0.859573484,2.873760977,2.232018909,0.17,0.01,0.46,0.04,-11.44378658
1,0.1024,0.1,0.039285714,0.42,-0.3,-0.718571429,-2.733480735,-2.862394565,-0.755744733,2.29236399,1.559485796,0.17,0.01,0.46,0.04,-7.646514385
1,0.0361,0.24,0.840618429,0.405,-0.181565657,-0.787131519,-1.636474252,35.06551015,-17.89640176,17.9648269,1.072076975,0.01,0.01,-0.68,0.21,-14.15240344
1,0.6241,0.15,0.306679035,0.305,0.504090909,-0.176020408,2.722639524,0.182495965,20.40378922,8.067302601,6.891225558,0.01,0.01,-0.68,0.21,-14.34054207
1,0.0081,0.07,0.346447566,0.485,-0.971356421,-1.064384516,-0.178352733,-17.17673844,5.541855346,-1.228168485,5.606849548,0.07,0,-0.08,0.3,-4.713889727
1,0.042025,-0.015,-0.21025974,0.76,-0.770909091,-1.048571429,-0.910658295,-9.639118268,4.245463041,-1.883294833,4.830796533,-0.09,-0.18,-0.74,4.29,-7.899897196
1,1.5129,0.37,0.192857143,-0.085,-0.66,-0.060714286,-0.058759705,-2.632675278,-6.164599904,-3.420856698,2.777956411,-0.18,-0.11,-0.57,0.6,2.356210203
1,0.2916,0.531,0.089285714,0.115,-1.185,-0.243571429,-3.538582331,-0.920595067,-4.772537119,-2.008099606,2.680061151,-0.18,-0.11,-0.57,0.6,4.769629162
1,0.1681,-0.17,0.43464617,0.015,0.950887446,0.279071914,2.536816069,-14.2820144,16.97737796,3.795522,6.104370403,-0.04,-0.03,-0.42,6.62,-8.458962618
1,0.0081,0.085,0.465178019,0.15,0.259574315,-0.192027859,2.442790612,-13.93617907,14.07060816,4.028647831,6.424226873,-0.04,-0.03,-0.42,6.62,-6.662166503
1,0.0324,-0.01,0.468689814,0.05,0.005266955,-0.212941367,0.756958884,-18.29789613,15.3693965,2.134651821,6.262717747,0.02,-0.02,-0.18,-21.03,-3.474614739
1,0.164025,-0.205,0.391175015,0.255,0.524191919,-0.14638322,-0.563243486,-20.45296413,15.54424613,-0.838384044,6.000668091,0.02,-0.02,-0.18,-21.03,-4.23415165
1,0.6561,-0.035,-0.507272727,0.57,0.044545455,-0.37,0.909151773,-5.695353079,4.883152766,-1.666705249,4.242071588,0.02,-0.02,-0.18,-21.03,1.399379258
1,0.286225,0.005,-0.266103896,0.715,-0.181363636,-0.706428571,2.027127566,-1.336642596,0.702005928,-2.17502664,5.244647537,0,0,-0.03,0.22,3.467522016
1,1.1881,-0.535,-0.411428571,0.815,0.505,-0.432142857,0.17935678,0.080928368,0.297695388,-1.147240116,5.205636196,0,0,-0.03,0.22,1.631936747
1,1.288225,0.435,-0.058186236,0.505,0.381291486,-0.305032394,2.889610311,9.346241446,16.95041224,10.9344167,6.590619858,-0.13,0.01,0.22,-2.36,-69.50925979
1,0.0081,0.085,0.465178019,0.15,0.259574315,-0.192027859,2.442790612,-13.93617907,14.07060816,4.028647831,6.424226873,0.06,-0.02,-0.26,1.62,-41.26514688
1,0.093025,-0.085,0.129132432,0.67,-1.092503608,-1.229695497,-0.960741329,-15.30644627,4.645748326,-1.227009259,6.015176066,0.06,-0.02,-0.26,1.62,-3.700203824
1,0.1444,-0.12,-0.427402597,0.8,-0.775909091,-1.014285714,0.314123075,-8.636024513,2.214671566,-0.568721912,4.631478218,0.06,-0.02,-0.26,1.62,-1.130220993
1,1.0609,0.325,0.011030822,-0.305,0.384415584,0.306448034,0.722692616,-2.997205191,0,-2.806183166,0.406504625,-0.01,0.05,0.83,-1.2,3.033623084
1,0.0625,0.34,-0.14361867,-0.165,0.585454545,0.472286882,-1.223147415,-2.720093331,-3.413986172,-2.3347364,-0.810541418,-0.01,0.05,0.83,-1.2,-1.686223447
1,0.4489,0.188,-0.244233165,-0.17,0.245,0.566613468,0.52866353,0.085439891,-5.296744239,-0.959700264,-0.199401861,-0.01,0.05,0.83,-1.2,-5.611225461
1,0.697225,0.179,0.437335539,-0.05,-0.265,0.691868431,0.353771442,-0.323588535,-2.012535564,-2.037916234,1.201215645,0.02,0,0.15,1.4,-3.026644142
1,0.1521,0.54,-0.02,0.065,-1.075,-0.205,-0.184218813,1.370255131,-2.502664422,-1.323174521,2.680061151,0,-0.01,-0.31,0.43,9.741533397
1,0.0441,0.5,-0.119047619,0.065,-0.175,0.071428571,0.315745106,6.381858692,-1.557423363,1.415594923,2.479056058,0,-0.01,-0.31,0.43,4.867559733
1,0.093025,-0.085,0.129132432,0.67,-1.092503608,-1.229695497,-0.960741329,-15.30644627,4.645748326,-1.227009259,6.015176066,-0.07,-0.05,-0.1,-28.28,-4.18022819
1,0.648025,0.055,-0.532857143,0.605,0.08,-0.379285714,0.034753262,-4.269303641,2.540013739,-2.134651821,4.214562145,-0.07,-0.05,-0.1,-28.28,-0.777157563
1,0.5329,-0.1,-0.514285714,0.665,-0.07,-0.516428571,0.396399626,-2.446115969,1.831368981,-2.5389234,4.292504472,-0.07,-0.05,-0.1,-28.28,-0.678666426
1,2.42892225,-0.1535,-0.605285714,0.6385,-0.0065,-0.427928571,0.739448848,-3.604472933,-0.509528521,-3.135648821,5.978300716,0.03,-0.02,-0.05,-2.59,6.053239772
1,1.1881,-0.535,-0.411428571,0.815,0.505,-0.432142857,0.17935678,0.080928368,0.297695388,-1.147240116,5.205636196,0.03,-0.02,-0.05,-2.59,8.334041426
1,0.0625,0.34,-0.14361867,-0.165,0.585454545,0.472286882,-1.223147415,-2.720093331,-3.413986172,-2.3347364,-0.810541418,-0.12,-0.06,-0.34,31.9,-4.588493515
1,0.01,0.238,-0.389529,-0.46,0.84,0.6283768,0.048009294,-1.346990505,-6.124996116,-1.632297403,-0.100050033,-0.12,-0.06,-0.34,31.9,1.148381354
1,0.001225,0.06,-0.0389529,-0.295,0.51,0.68783768,0.015230639,2.018001746,1.295483987,-0.78818142,0.808085205,-0.12,-0.06,-0.34,31.9,5.416185635
1,0.015625,-0.006,0.01739782,-0.19,0.15,0.519918256,2.919023362,1.14885507,1.098056345,-1.087504539,0.706716722,0.03,-0.01,-0.04,-10.41,7.911265234
1,0.030625,0.02,-0.040537174,-0.28,0.47,0.555570261,2.14660762,-0.358693252,-1.592073429,-2.693429652,1.112808651,0.03,-0.01,-0.04,-10.41,10.66875374
1,0.3844,0.2,-0.053812768,-0.28,0.51,0.280949786,1.90196409,-2.354643483,-0.402731255,-4.378808978,1.01215439,0.03,-0.01,-0.04,-10.41,11.30492318
1,1.5376,0.265,0.195714286,-0.335,0.635,0.383571429,-0.243002868,-4.388108544,-1.902595118,-5.347808808,0.199401861,0.03,-0.01,-0.04,-10.41,6.290173522
2,0.042025,-0.015,-0.21025974,0.76,-0.770909091,-1.048571429,-0.910658295,-9.639118268,4.245463041,-1.883294833,4.830796533,0.01,-0.06,-0.17,7.55,-0.163372936
2,0.6561,-0.035,-0.507272727,0.57,0.044545455,-0.37,0.909151773,-5.695353079,4.883152766,-1.666705249,4.242071588,0.01,-0.06,-0.17,7.55,0.060302658
2,1.755625,-0.108,0.439363035,-0.49,-0.159545455,0.227672246,-0.257482433,-1.613862067,6.032452652,-1.045140155,2.930982925,-0.32,0.02,0.63,-0.22,29.99778182
2,0.0081,0.07,0.346447566,0.485,-0.971356421,-1.064384516,-0.178352733,-17.17673844,5.541855346,-1.228168485,5.606849548,-0.06,-0.03,-0.13,-0.23,-1.320577343
2,1.476225,-0.505,-0.105584416,0.75,0.740454545,-0.364285714,-0.576002978,1.137443824,-1.628628333,0.568721912,4.940573821,0.02,0.02,0.09,1.39,2.973833206
2,0.01,0.238,-0.389529,-0.46,0.84,0.6283768,0.048009294,-1.346990505,-6.124996116,-1.632297403,-0.100050033,-0.03,-0.07,-0.26,-0.31,-3.320431769
2,0.4489,0.188,-0.244233165,-0.17,0.245,0.566613468,0.52866353,0.085439891,-5.296744239,-0.959700264,-0.199401861,-0.03,-0.07,-0.26,-0.31,-5.64711934
2,3.6864,-0.04,0.596138575,0.265,-0.82,0.67591086,-0.801929529,-0.429460257,-2.429667662,-2.332467257,0.400000533,0.05,-0.02,-0.04,-0.23,-6.753219837
2,3.900625,0.433,0.130714286,-0.175,1.65,0.243571429,0.72676941,-1.364772398,-3.004109236,-3.596791308,0.795232819,-0.11,-0.02,-0.12,-0.38,8.232525724
2,3.1684,0.395,0.143571429,0.115,0.11,-0.072142857,-1.162416667,-2.679466176,-3.732546442,-4.717382409,0.792868376,-0.11,-0.02,-0.12,-0.38,14.17311821
2,0.648025,0.055,-0.532857143,0.605,0.08,-0.379285714,0.034753262,-4.269303641,2.540013739,-2.134651821,4.214562145,0.17,0,-0.07,-0.01,-0.480050719
2,1.3689,-0.17,-0.474285714,0.775,-0.04,-0.626428571,0.479431637,-6.209371016,-1.125331569,-4.53335413,5.648811126,0.17,0,-0.07,-0.01,3.312351982
2,2.42892225,-0.1535,-0.605285714,0.6385,-0.0065,-0.427928571,0.739448848,-3.604472933,-0.509528521,-3.135648821,5.978300716,0.17,0,-0.07,-0.01,3.950926851
2,1.5376,1.008387097,1.626592455,-0.029,2.144343434,0.464011338,-0.623217427,-11.59353683,-11.51070211,-14.5730941,-12.54490002,-0.2,0.13,1.25,1.44,-8.085533426
2,3.045025,0.953387097,1.154931531,0.1055,2.402215007,0.617331228,-0.498725641,-11.53434202,-16.06744751,-13.56241733,-12.91008606,-0.2,0.13,1.25,1.44,-12.22208462
2,0.1764,0.515,1.787843449,0.155,1.264776335,-0.190814707,-0.689043673,-1.857095973,-24.17052279,-8.2411976,-12.89138686,-0.2,0.13,1.25,1.44,-10.97741502
2,0.0169,0.022142857,2.052826221,0.435,1.116161616,-0.634274376,-1.018014263,12.01744624,-32.72276903,1.588175255,-9.508896534,-0.2,0.13,1.25,1.44,-9.379450709
2,1.9044,-0.843,-0.095252525,0.725,0.141060606,-0.625,-0.286735999,0.717528436,-1.118568189,-1.417123385,1.990636712,0.12,0.02,0.31,-0.24,6.671146634
2,1.334025,-0.5,0.499480519,-0.21,-0.256818182,-0.087142857,-1.012630862,3.521005752,4.024986036,0.385356932,2.658643299,-0.29,0.01,-0.08,-0.16,5.123007406
2,1.0816,-0.28,0.380490109,-0.39,0.293636364,0.295846633,1.877935269,1.528827838,5.01441696,0.478698856,2.144033124,-0.29,0.01,-0.08,-0.16,2.177598906
2,1.5129,0.37,0.192857143,-0.085,-0.66,-0.060714286,-0.058759705,-2.632675278,-6.164599904,-3.420856698,2.777956411,0.18,0,-0.08,0.21,7.638557907
2,1.9044,-0.843,-0.095252525,0.725,0.141060606,-0.625,-0.286735999,0.717528436,-1.118568189,-1.417123385,1.990636712,0.24,0.01,0.19,21.54,-56.86710619
2,2.7556,-0.615,-0.17952381,0.51,0.345,-0.284285714,-0.927821307,2.824230299,-0.819164666,0.285306898,1.97614335,0.24,0.01,0.19,21.54,-68.15404304
2,0.7921,-0.005,0.603165363,-0.41,-0.427272727,0.3816232,0.010604513,-0.570613796,7.082168349,-0.285306898,3.562717764,-0.01,-0.01,-0.05,-12.5,-44.85850257
2,1.755625,-0.108,0.439363035,-0.49,-0.159545455,0.227672246,-0.257482433,-1.613862067,6.032452652,-1.045140155,2.930982925,-0.01,-0.01,-0.05,-12.5,-29.02292986
2,1.476225,-0.505,-0.105584416,0.75,0.740454545,-0.364285714,-0.576002978,1.137443824,-1.628628333,0.568721912,4.940573821,-0.06,-0.02,-0.57,-0.04,-4.649101983
2,1.452025,-0.769,0.01,0.79,0.135,-0.73,-0.725702388,2.541695548,-3.671521257,0.661940951,2.953801244,-0.06,-0.02,-0.57,-0.04,-4.702304884
2,0.119025,-0.485,0.155584416,-0.25,-0.211168831,0.095714286,-0.601394104,5.015282774,2.213370035,0.481928644,2.051353983,-0.44,-0.02,-1.16,-0.03,-2.071798727
2,1.334025,-0.5,0.499480519,-0.21,-0.256818182,-0.087142857,-1.012630862,3.521005752,4.024986036,0.385356932,2.658643299,-0.44,-0.02,-1.16,-0.03,-1.956197201
2,1.5129,0.37,0.192857143,-0.085,-0.66,-0.060714286,-0.058759705,-2.632675278,-6.164599904,-3.420856698,2.777956411,1.29,0.12,1.2,-0.18,14.36207621
2,0.81,-0.3433,0.01047619,0.03,-0.975,-0.034285714,-1.099048003,-2.713610387,-5.274154577,2.865525576,0.975617495,-0.13,-0.02,-0.23,0.12,-3.428252346
2,0.189225,0.085,-0.145862557,-0.205,0.418636364,0.7497645,0.013139821,-2.79045277,-5.431955916,-2.024165495,-1.01215439,-0.06,-0.04,-0.07,39.86,-12.32859693
2,3.6864,-0.04,0.596138575,0.265,-0.82,0.67591086,-0.801929529,-0.429460257,-2.429667662,-2.332467257,0.400000533,0.08,0.04,0.06,53.31,-23.6016599
2,0.133225,0.067,0.058080965,-0.125,0.345,0.619464772,-0.196493724,4.460549513,-0.003578561,0.785087448,0.804024432,0.08,0.04,0.06,53.31,-16.21459146
2,0.001225,0.06,-0.0389529,-0.295,0.51,0.68783768,0.015230639,2.018001746,1.295483987,-0.78818142,0.808085205,0.08,0.04,0.06,53.31,-17.89403753
2,0.3844,0.2,-0.053812768,-0.28,0.51,0.280949786,1.90196409,-2.354643483,-0.402731255,-4.378808978,1.01215439,0.08,0.04,0.06,53.31,-3.993915395
2,0.0784,0.3017,-0.047619048,0.275,0.365,-0.556428571,-2.952225324,-1.699600592,-0.859573484,2.873760977,2.232018909,-0.12,0.13,1.38,4.86,-16.03533411
2,0.126025,-0.1283,0.161666667,0.34,-0.52,-0.595,-2.026014284,-3.577856261,-2.62196823,2.382199357,1.174181788,-0.12,0.13,1.38,4.86,-11.07007273
2,0.0169,0.022142857,2.052826221,0.435,1.116161616,-0.634274376,-1.018014263,12.01744624,-32.72276903,1.588175255,-9.508896534,-0.05,0,-0.69,-0.25,2.97808825
2,1.050625,1.358190476,-0.55374238,-0.13875,-2.244458874,-0.722027454,-0.434188182,-7.960009731,7.527480775,-10.42927099,-1.645676196,0.26,0.02,0.34,-0.31,10.69886224
2,0.018225,0.205,0.005635657,0.58,-0.417950938,-0.77867185,0.655429116,34.18767418,-12.26459916,19.61458009,4.048171792,0.18,-0.02,-0.24,-0.51,-18.82562147
2,0.004225,-0.055,0.444491563,0.12,0.12002886,-0.220395206,2.147853428,-21.30014019,15.74642532,-0.092807431,6.92278615,-0.21,-0.02,-0.38,0.05,-8.296059986
2,0.164025,-0.205,0.391175015,0.255,0.524191919,-0.14638322,-0.563243486,-20.45296413,15.54424613,-0.838384044,6.000668091,-0.21,-0.02,-0.38,0.05,-6.736283967
2,0.1444,-0.37,0.394509232,0.31,0.55031746,-0.19026563,-0.891629435,-15.7146191,13.76865305,1.676016886,5.291048314,-0.21,-0.02,-0.38,0.05,-5.136896282
2,2.0736,-0.29,0.515844156,-0.3,-0.159545455,0.042857143,-1.062104759,1.913527391,5.662704,0.766287275,2.756682983,-0.28,0.01,0.48,4.21,7.593313847
2,2.325625,-8.88178E-16,0.48040695,-0.455,-0.246818182,0.222598287,1.290457048,-1.334984259,4.450486124,-1.145050679,3.355678353,0.15,0.02,-0.02,5.24,3.14260657
2,5.3361,0.505,0.192092195,-0.785,0.007272727,0.336249513,0.732778118,-3.960768964,-0.003621763,-3.675462066,2.038806604,0.15,0.02,-0.02,5.24,-2.241411292
2,1.0609,0.325,0.011030822,-0.305,0.384415584,0.306448034,0.722692616,-2.997205191,0,-2.806183166,0.406504625,0.15,0.02,-0.02,5.24,-2.249861498
2,0.0625,0.34,-0.14361867,-0.165,0.585454545,0.472286882,-1.223147415,-2.720093331,-3.413986172,-2.3347364,-0.810541418,0.15,0.02,-0.02,5.24,-8.640701697
2,0.0121,0.177,-0.175926431,-0.425,0.415,0.740258856,1.627047753,-1.08696823,-3.031420724,-2.232018909,0.199800266,0.08,-0.02,-0.27,0.32,0.760139164
2,3.6864,-0.04,0.596138575,0.265,-0.82,0.67591086,-0.801929529,-0.429460257,-2.429667662,-2.332467257,0.400000533,0.08,-0.02,-0.27,0.32,1.470947549
2,0.245025,0.189,0.129400545,-0.035,0.18,0.582520436,-1.38328001,1.233157916,-0.605220381,-1.076858179,2.204498092,0.08,-0.02,-0.27,0.32,4.384232658
2,5.4756,0.545,0.302142857,-0.195,0.06,0.120714286,0.392174808,-1.680107144,-2.925466682,-4.012574401,0.597016699,-0.1,-0.01,-0.27,-4.03,10.0324887
2,0.616225,0.335,-0.270714286,0.47,0.095,-0.528571429,-2.066267007,6.841713396,5.490879578,3.420856698,-0.09789526,-0.23,-0.06,-0.57,3.76,-1.6580049
2,0.1024,0.1,0.039285714,0.42,-0.3,-0.718571429,-2.733480735,-2.862394565,-0.755744733,2.29236399,1.559485796,-0.2,-0.02,0.01,-19.59,12.21467555
2,0.1521,0.175,0.366666667,0.325,-0.565,-0.69,-2.169874606,1.35178689,0.895210906,4.149172094,1.461302185,0,0.01,0.03,0.7,-12.92510899
2,0.429025,-0.212,0.043571429,0.095,-0.805,-0.222142857,-1.92507489,-4.401497154,-2.913943191,2.737311067,1.175331845,0,0.01,0.03,0.7,-4.61774042
2,0.1521,0.54,-0.02,0.065,-1.075,-0.205,-0.184218813,1.370255131,-2.502664422,-1.323174521,2.680061151,0.03,-0.02,-0.76,0.05,-14.95812098
2,0.342225,0.725714286,-0.643297995,0.00125,-1.780533911,-0.61210196,0.206625457,-5.47843364,5.164759463,-7.565795955,0.328048408,0.92,0.05,0.85,-0.16,12.48021392
2,0.03705625,0.592833333,-0.210485467,0.34,-0.505429293,-0.503560091,0.435064471,-13.00180443,8.88607959,-14.52419349,-3.761505395,0.92,0.05,0.85,-0.16,21.55120359
2,0.172225,0.771612903,0.544124923,0.125,0.330707071,-0.161417234,-0.620797547,-15.85485977,-7.723269632,-17.10068326,-10.6677014,0.92,0.05,0.85,-0.16,26.61321682
2,0.093025,0.485,1.711814648,0.0975,1.071305916,-0.197525915,-0.499914634,-10.57772528,-20.1095825,-13.2832043,-12.38694817,-1.33,-0.13,-4.27,-0.13,21.95562607
2,0.5041,0.35,1.819791501,0.3,-0.083405483,-0.981528993,-1.93386134,22.40900013,-35.76999426,7.884806635,-7.004028729,-1.33,-0.13,-4.27,-0.13,-2.351998832
2,0.0004,0.37,0.349606856,0.5,-0.296421356,-0.762883058,-2.254731524,37.66543497,-15.1196215,21.20733276,2.981735505,-1.33,-0.13,-4.27,-0.13,-31.42016021
2,2.7556,-0.615,-0.17952381,0.51,0.345,-0.284285714,-0.927821307,2.824230299,-0.819164666,0.285306898,1.97614335,0.18,0.01,-0.05,-0.13,-4.17099096
2,0.245025,0.189,0.129400545,-0.035,0.18,0.582520436,-1.38328001,1.233157916,-0.605220381,-1.076858179,2.204498092,-0.42,0.01,-0.22,0.01,-4.075683463
2,1.030225,0.313,0.132857143,0.105,-0.405,-0.130714286,1.847677519,-5.693433678,-4.12679491,-4.908346231,1.588911283,0.22,-0.06,-1.29,-0.02,9.627280907
2,0.497025,0.57,0.138809524,0,-0.5325,0.105714286,-1.786073565,4.683532424,-3.609360765,0.304723446,2.780715412,0.2,0.01,0.98,0.16,11.44742229
2,0.0441,0.5,-0.119047619,0.065,-0.175,0.071428571,0.315745106,6.381858692,-1.557423363,1.415594923,2.479056058,0.2,0.01,0.98,0.16,10.39105406
2,0.075625,0.315,-0.138095238,0.205,-0.065,-0.352142857,-2.582479947,9.228455472,2.602051441,4.320109241,0.393314175,0.2,0.01,0.98,0.16,-5.425127071
2,0.0016,0.26,-0.194761905,0.3,1.07,-0.377142857,0.387984921,4.61084913,5.101447042,2.602749524,0.09789526,0.35,0,-1.1,0.02,-15.22089986
2,0.030625,0.02,-0.040537174,-0.28,0.47,0.555570261,2.14660762,-0.358693252,-1.592073429,-2.693429652,1.112808651,-0.02,0.03,0.05,3.4,0.506938014
2,0.140625,0.22,-0.213095238,0.075,0.15,-0.037142857,0.241208909,9.972630019,2.212980063,5.960055619,0.790517951,0,0.1,0.22,-2.35,-4.83953565
2,0.1521,0.175,0.366666667,0.325,-0.565,-0.69,-2.169874606,1.35178689,0.895210906,4.149172094,1.461302185,0.01,0.01,0.01,-1.07,-10.47461435
2,2.7556,-0.615,-0.17952381,0.51,0.345,-0.284285714,-0.927821307,2.824230299,-0.819164666,0.285306898,1.97614335,-0.07,-0.02,-0.1,0.43,-0.514827997
2,0.7921,-0.005,0.603165363,-0.41,-0.427272727,0.3816232,0.010604513,-0.570613796,7.082168349,-0.285306898,3.562717764,0.01,-0.02,-0.06,-0.44,2.040999124
2,5.040025,0.259,-0.543476238,-1.055,1.216818182,0.436946283,0.284446686,-2.564947951,4.053305195,-1.903007,3.673882565,0.01,-0.02,-0.06,-0.44,3.201788641
2,4.305625,0.376,-0.267270604,-1.16,0.847727273,0.715274426,0.128146936,-0.587555214,3.222276321,-1.714327699,3.692727259,0.01,-0.02,-0.06,-0.44,4.883498366
2,3.258025,0.478,-0.000966202,-1.03,0.357575758,0.662479564,-0.036677158,-0.89289271,0.903065378,-2.310016095,2.357874482,0.01,-0.02,-0.06,-0.44,4.831113642
2,0.0625,0.34,-0.14361867,-0.165,0.585454545,0.472286882,-1.223147415,-2.720093331,-3.413986172,-2.3347364,-0.810541418,0.01,-0.02,-0.06,-0.44,-0.605317632
